date,old_A,new_A,category,allowed,A_verified,B_verified,evidence,A_status,A_reason
20120118,16.75,16.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120119,6.5,6.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120120,-2.75,-2.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120123,0.0,0.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120124,9.5,9.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120125,-0.5,-0.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120126,4.0,4.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120127,4.5,4.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120130,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120131,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120201,2.5,2.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120202,1.0,1.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120203,-10.0,-10.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120206,-8.25,-8.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120207,10.25,10.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120208,-9.0,-9.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120209,2.25,2.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120210,-6.5,-6.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120213,2.5,2.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120214,-0.5,-0.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120215,-13.25,-13.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120216,-4.25,-4.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120217,-12.25,-12.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120220,,1.25,returned_future_filtered_morning,True,True,True,missing_legacy_future_exit_bar; corrected_A_verified; B_exactly_reproduces_legacy,resolved,ok
20120221,10.0,10.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120222,0.5,0.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120223,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120224,0.0,0.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120227,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120228,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120229,-11.0,-11.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120301,-1.25,-1.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120302,7.25,7.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120305,22.5,22.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120306,-5.75,-5.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120307,-11.75,-11.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120308,-7.0,-7.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120309,4.5,4.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120312,4.25,4.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120313,11.0,11.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120314,-2.5,-2.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120315,-5.75,-5.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120316,0.75,0.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120319,-8.75,-8.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120320,-5.75,-5.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120321,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:544,unknown,missing_decision_prefix_bar:544
20120322,3.25,3.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120323,2.75,2.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120326,-10.75,-10.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120327,-6.25,-6.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120328,-12.75,-12.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120329,-11.5,-11.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120330,12.75,12.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120402,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120403,1.0,1.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120404,17.5,17.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120405,13.75,13.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120406,,,calendar_not_eligible,True,False,False,calendar_closed_before_decision,not_in_P0,calendar_closed_before_decision
20120409,8.75,8.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120410,-14.0,-14.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120411,-7.75,-7.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120412,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120413,18.25,18.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120416,35.25,35.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120417,29.75,29.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120418,-2.75,-2.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120419,7.5,7.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120420,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120423,3.25,3.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120424,-3.0,-3.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120425,2.25,2.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120426,-1.5,-1.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120427,1.0,1.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120430,7.5,7.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120501,29.25,29.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120502,13.5,13.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120503,3.25,3.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120504,28.25,28.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120507,12.0,12.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120508,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120509,15.0,15.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120510,9.25,9.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120511,30.75,30.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120514,9.5,9.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120515,2.25,2.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120516,11.0,11.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120517,-22.25,-22.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120518,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120521,25.5,25.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120522,10.5,10.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120523,-10.5,-10.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120524,5.75,5.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120525,1.5,1.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120528,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:545,unknown,missing_decision_prefix_bar:545
20120529,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120530,1.25,1.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120531,15.5,15.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120601,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120604,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120605,7.0,7.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120606,25.25,25.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120607,17.25,17.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120608,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120611,14.75,14.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120612,-23.0,-23.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120613,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120614,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120615,15.0,15.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120618,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120619,12.25,12.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120620,-3.0,-3.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120621,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120622,-4.25,-4.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120625,24.0,24.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120626,-1.5,-1.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120627,6.5,6.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120628,3.25,3.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120629,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120702,4.0,4.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120703,-24.25,-24.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120704,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:548,unknown,missing_decision_prefix_bar:548
20120705,-13.75,-13.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120706,30.0,30.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
